,label,label_desc,sentence,keywords
36583,107,news_car,开车跑长途就犯困？老司机的小办法，一秒钟清醒，比拧大腿都带劲,"充气床,收纳盒,车用手机置物盒,USB车充,手机屏幕放大器"
36588,106,news_house,北京住房公积金管理中心朝阳管理部新系统恢复办理业务公告,"经办人,管理中心,汇缴,委托收款,住房公积金"
36589,101,news_culture,广西首部民族歌剧《三月三》首演,"壮族,罗密欧与朱丽叶,三月三,咏叹调,广西,歌剧"
36591,101,news_culture,麒麟980将会比麒麟970有何重大提升？,
36592,102,news_entertainment,金大姐金卡戴珊）现身 2018 Met Gala，大姐重磅来袭啊！,"戴珊,Gala,大姐,Kardashian"
36593,103,news_sports,世乒赛夺冠后，两位队长马龙和丁宁在泳池干杯饮酒，这样的庆祝方式如何看待？,
36597,103,news_sports,易建联新赛季会离开广东队吗，他有机会重返NBA吗？,
36600,106,news_house,恶！1亿炒房赚2亿，这帮人手段又黑又狠,"炒房,学区房,漳州,房价,流通盘"
36602,104,news_finance,外资迅速撤离中国，到底发生了什么,"劳动力,制造业,东南亚,阿迪达斯,越南"
36603,107,news_car,出门在外用滴滴，感受美妙风景的同时，记录这座城市的细微美好,"越南咖啡,傣族,明信片,西双版纳,滴滴"
36604,102,news_entertainment,98版《水浒传》演员20年再相聚！,"水浒传,好汉歌,演员"
36606,100,news_story,男子酒驾撞伤老人，送进医院求老人不报警，事后竟耍赖不认医药费,"王小强,打官司,过错责任,道路交通安全法,老王,自行车"
36607,101,news_culture,清代竹椅灯架，小收藏里有大乾坤,"灯架,靠背椅,竹椅,王世襄,明式家具"
36611,104,news_finance,中国品牌日，学为贵教育霸屏纳斯达克,"刘洪波,赢未来,纳斯达克,留学,学为贵教育"
36613,104,news_finance,学会凹造型的比亚迪为何一季度业绩大降？｜壹财眼,"比亚迪,过渡期,流动负债,锂离子电池,新能源汽车,新能源"
36614,101,news_culture,「浅析系列」《孟子》（公孙丑上）第二节（2）,"孟子,勇气,北宫黝,公孙丑,孔子"
36617,104,news_finance,首只独角兽今日上市，中一签能赚10万？,"独角兽,上市,药明,康德,药明康德"
36620,101,news_culture,古往今来的西安城 您知几何 看过你就知道（四）,"魂断蓝桥,保护世界文化遗产和自然遗产公约,万人坑,白鹿原,兵马俑,长乐门,玄奘,西安事变,滑铁卢桥"
36622,102,news_entertainment,彭昱畅被调侃太能吃，他回应八字让刘宪华哑口无言！,"快乐大本营,黄磊,湖南卫视,奔跑吧,极限挑战,主持人,刘宪华,妈妈是超人,彭昱畅"
36623,101,news_culture,烟云供养间寻找吴湖帆,"江苏,董其昌,吴湖帆,烟云供养,吴大澄"
36624,104,news_finance,信用卡必不可少 远离套现 远离违法行为,"POS,刷卡,持卡人,信用卡套现,信用卡"
36626,107,news_car,人生选择上偷过的懒，岁月会偿还,不要犹豫
36628,102,news_entertainment,李冰冰王俊凯时尚大片曝光，李冰冰美艳王俊凯清爽,"李冰冰,王俊凯,马卡龙"
36629,102,news_entertainment,偶像练习生出道九人团合体亮相奔跑吧,"蔡徐坤,范丞丞,偶像练习生,爱奇艺,奔跑吧,Justin"
36630,103,news_sports,太平人寿助力南昌梅岭半程山地马拉松赛,"太平人寿,马拉松,南昌,马拉松赛,补给站"
36632,101,news_culture,怎么看待“人体艺术”？,
36633,104,news_finance,休闲农业的创意模式有哪些？,
36635,103,news_sports,Nike巴克利发泡篮球战靴，瞬间带你领略金属朋克的玩世PUNK,"nike,巴克利,Nike"
36641,104,news_finance,呼和浩特教育资讯今晨正在进行时,"北京市,义务教育,呼和浩特"
36643,104,news_finance,盘点股票大跌前的见顶信号，散户必学的逃顶操作法（案例图解）,"一阳一阴,下影线,新五丰,见好就收,上影线"
36647,102,news_entertainment,脖子僵硬，一转动就会咔嚓响，到底是怎么回事？,
36648,107,news_car,全新款沃尔沃v60，外观不次奔驰C级，内饰不输大众蔚领,"Safety,奔驰C级,旅行车,Cross,沃尔沃v60,Country,Assist,V60,沃尔沃,Auto,Pilot,沃尔沃V60,CarPlay,雷神之锤,Sensus"
36651,107,news_car,沉默加速度，暴力的速度，盘点跑车速度之最,"V12,W12,劳斯莱斯,速双离合,F12,迈凯伦,劳斯莱斯魅影,DB11,欧陆,双涡轮增压,Badge"
36653,107,news_car,现场丨有得失有延续，听这一场罗大佑就像人生,"卡拉OK,将进酒,家Ⅰ,恋曲1980,追梦人,海上花,滚滚红尘,罗大佑,赤子,东风,演唱会,合唱团,鹿港小镇,天雨,小妹"
36656,107,news_car,这抹红将成为新的信仰标，它比迈腾便宜近4万，网友表示路转粉,"红旗车,EA888,角师傅,新高尚红旗,中国一汽,结构胶,红旗"
36657,101,news_culture,福兆桂迎春，如何对下句？,
36658,100,news_story,招伙计（民间故事）,"小胡子,王掌柜,独轮车,张店主,布衣汉子,鲤鱼,赵秀才,足智多谋"
36663,102,news_entertainment,上联：一人千古，下联怎么对？,"千古一人,浮生如梦,梦幻泡影,一人千古,流芳千古"
36665,103,news_sports,德国乒乓球队老龄化严重，未来欧洲乒坛谁主沉浮？瑞典或将再崛起,"林高远,樊振东,奥恰,乒乓球,波尔"
36666,104,news_finance,黄岩这项补贴申报昨日启动,
36671,102,news_entertainment,有什么看日剧的app推荐吗？,
36672,103,news_sports,俄罗斯最强壮女子获得了卧推和硬拉的世界纪录,"运动员,俄罗斯,利亚,社交网站,纳兹利亚"
36674,101,news_culture,思想的光芒永远闪耀（国际论坛·纪念马克思诞辰200周年）,"爱因斯坦,马克思主义,达尔文,马克思,资本论,资本主义"
36675,104,news_finance,任正非先生在华为仅占股1.4％，会不会被其他占股股东联合推下掌门人的位置？,
36677,103,news_sports,泰勒·斯威夫特开启“复仇”演唱会，霉霉：我们永远不可能和好！,"佩里,凯蒂·佩里,演唱会,泰勒·斯威夫特,卡戴珊,美国偶像"
36681,101,news_culture,为什么那么多人喜欢纳兰容若,"叶赫那拉氏,哀感顽艳,纳兰性德,爱新觉罗氏,徐乾学"
36683,102,news_entertainment,武打童星长大了，颜值演技双在线，多少姑娘想嫁给他呢？,"吊威亚,释小龙,展昭,旋风小子,小和尚,不差什么"
36684,104,news_finance,如何看待无人银行的存在意义？,
36685,103,news_sports,当球星们都换上球哥的发型后……,"西蒙斯,发型,詹姆斯,球星,杜兰特"
36689,104,news_finance,刚刚，中国又成立一家石油公司！油气行业改革迎重大推进,"浙江省,荣盛石化,嘉能可,大宗商品,中国石油,自贸区,浙江石油"
36692,103,news_sports,郝润泽海外上头条是父亲生日之际最棒礼物,"中国足球,西班牙,郝海东,郝润泽,格拉纳达B队"
36695,100,news_story,孕妈一时大意，本来当天要“卸货”的，却做了引产手术,"倩倩,医院,医生,孕妈,预产期"
36696,100,news_story,你连小事都做不好，凭什么能做大事？,"大卫,卡内基,匹兹堡,电报"
36701,106,news_house,湖南提高征地补偿标准 普遍上调30%,"湖南省人民政府,湖南省,湖南,土地补偿费,征地补偿标准"
36703,101,news_culture,孩子，请一定要有阅读的习惯,"扶危救困,知识宝库,著名诗人"
36704,103,news_sports,活塞五虎之本·华莱士，选秀时被“抛弃”，靠努力创造出逆袭神话,"篮板王,华莱士,NBA,盖帽王,慈世平"
36706,107,news_car,不得了！又是喝酒惹的祸,"机动车驾驶证,农安县"
36707,106,news_house,集约化的综合商品市场将推动大荔经济的全面发展,"国美电器,大荔,陕西,城市广场,大荔县"
36711,106,news_house,重磅！东营房价或将迎来重大拐点！房价上涨过快的城市将面临约谈,"房地产,楼市,住建部,哈尔滨,房价"
36712,104,news_finance,案例分析：第三方项目评估是如何为项目方带来220万美元额外投资的,"ICO,区块链,去中心化,评估平台,三方评估"
36713,102,news_entertainment,越剧和泰剧，你们更喜欢哪个？有什么代表作么？,
36714,104,news_finance,「碧桂园信鸿铜雀台」双港一轴一枢纽，麻涌强势崛起！,"珠三角,碧桂园,铜雀台,东莞市总体规划2016-2030,东莞大道,水乡新城,阿里巴巴,中国建筑"
36716,103,news_sports,他是四川全兴的魏大侠，为了救队友被砍17刀缝200针,"川军,足球,魏大侠,四川全兴队,明朝那些事儿,徐弘,魏群,中国足球,甲A风云,范志毅"
36717,103,news_sports,卡帅钦点恒大买米兰中锋 身价2000万欧已获准,"卡纳瓦罗,米兰,卡利尼奇,Milan news,AC米兰"
36721,107,news_car,中电神头划定“红线十条”重拳出击抓安全,十条红线
36724,101,news_culture,22年前母亲去世了 但昨夜 我和她还在老家的堂屋里 拉着家常,"遂宁,射洪四题,大美安居,遂宁在线,川中文学,沙岗文学,文化遂宁"
36725,101,news_culture,黄蓉为什么会喜欢上郭靖？原因只有一点，非常现实！,"黄药师,黄蓉,小红马,桃花岛,郭靖,射雕英雄传"
36730,106,news_house,515亿打造北京环球影城！世界最贵主题公园2020年开幕,"迪斯尼,土桥站,北京环球影城主题公园,北京环球影城,上海迪士尼乐园"
36734,101,news_culture,山西汾阳、湖北麻城和安徽池州，谁是真正的杏花村？,
36738,102,news_entertainment,农村兄弟建双拼，每人只出30万，羡慕倒一大片城里人！,
36739,107,news_car,新能源前景真的一片光明吗，材料类的硕士生该不该转向新能源方向？,
36741,107,news_car,作为新一代青年人，虚荣心我们该不该有？,"T小姐,打麻将,XXX,司机师傅,UBER"
36743,102,news_entertainment,霸王应该喜欢什么类型的虞姬,"虞姬,李依晓,傅艺伟,杨幂,刘亦菲"
36746,106,news_house,2018年四五线城市房价会涨吗？,
36748,104,news_finance,缺“芯”之痛！国外一个隐形冠军企业，足以让中国万亿级产业瘫痪,"隐形冠军,全球价值链"
36749,104,news_finance,海南中投无氨橡胶成功量产 新技术助力橡胶生产绿色环保,"橡胶生产,生产过程,王向前,天然橡胶,中投"
36750,101,news_culture,中国首次馆藏“伯力审判录音档案”揭侵华日军细菌战罪行,"细菌战,伪满皇宫博物院,伯力审判录音档案,侵华日军,长春市"
36751,101,news_culture,一个故事告诉你：中国股市最赚钱的绝密战法！,"卖出,短线波段操作,阻力线,波段操作,股票,短线波段,波段,圆弧底"
36752,104,news_finance,飞机票的价格为什么有时高有时低？,
36754,107,news_car,11日文化热点回顾：下联：有缘嫁个有情郎；求上联,"吹奏乐器,论语,鲁迅,入若耶溪,暮雁栖芳草,风细月明深院静,题扬州禅智寺,郎世宁"
36755,101,news_culture,从联盟到世袭，夏启是如何一步一步开创他的新世界？,"夏启,三皇五帝,历史,甲骨文"
36757,102,news_entertainment,36岁董璇和女儿小酒窝现身，快满2岁越长越好看，还是更像爸爸,"小酒窝,高云翔,董璇,萌萌哒,娱乐圈"
36764,101,news_culture,没文化、没技术，如何找出路？,
36765,102,news_entertainment,斗鱼造星能力十足！二珂回归后直接登上综艺舞台，转型偶像明星！,"斗鱼,造星工厂,告白气球,直播事业,天天向上,湖南卫视,冯提莫,快乐大本营,声临其境"
36770,104,news_finance,斗鱼财务状况至今扑朔迷离，上市之梦疑似破碎,"财务状况,投资方,互联网,斗鱼"
36772,106,news_house,你对郑州尬舞团被取缔了怎么看？,
36778,102,news_entertainment,李文质疑异母弟李戡躲兵役，誓要爸爸李敖四分之一财产和骨灰,"李敖,王志慧,王尚勤,李文,李戡"
36781,106,news_house,河南媒体考察济南新旧动能转换区后，着重谈了这一点,"济南新旧动能转换,新城区,公司化,宋向清,地产开发商"
36782,107,news_car,盘点世界七大悲剧的LOGO再设计,"USA,纯果乐,新Logo,AOL,Logo设计"
36784,103,news_sports,单单以技术而论，马拉多纳可能不如大罗？,
36785,103,news_sports,银河奥特曼翔说了一句话，我可比赛罗严多了是哪个？,
36786,104,news_finance,为什么今天白马都飞了？为什么突破了趋势才算抄底成功？,"抄底,金融,三大指数,MSCI,上证指数"
36787,107,news_car,好消息！9月份就可以坐着火车去桓仁啦！超方便！,"桓仁,田桓铁路,微时代,大雅河,桓仁县"
36788,102,news_entertainment,和时闪电快报：尚格·云顿+杜夫·龙格尔深海核潜艇上演惊天越狱,"西尔维斯特,施瓦辛格,黑水,深海越狱,杜夫·龙格尔,金蝉脱壳"
36789,104,news_finance,海南板块：这只妖股能涨停多少板？能否带动相关个股大涨不衰？,"海虹控股,战略合作意向协议,海南橡胶,中国国旅,中青旅,华泰证券,海南瑞泽,首旅酒店,罗牛山,锦江股份"
36791,107,news_car,剑门关100元门票贵吗？然而明天这里不要钱，你去不？,"剑门关,翠云廊,蜀道难,豆腐宴,剑门豆腐"
36792,101,news_culture,《白鹿原》为什么没有火起来？,"红楼梦,娱乐至死,陈忠实,旧社会,白鹿原,王全安"
36793,102,news_entertainment,中国好酒全掺一起，用脸盆喝酒，一个镜头感受贾樟柯的江湖气,"廖凡,贾樟柯,电影节,江湖儿女,爱情电影,戛纳电影节"
36795,107,news_car,现在还有哪些v6自吸值得购买？,
36796,103,news_sports,恒大在权健亚冠主场全身而退，全场球迷辱骂郜林，你是怎么看的？,
36798,107,news_car,长6米卖300万的奔驰6X6皮卡，国产后只卖30万！,"BJ40,SUV,奔驰G,BJ80,北汽"
36799,107,news_car,路虎最失败的一款车，上市受到万人追捧，如今却无人问津！,"Coupe,路虎,揽胜,揽胜运动版,揽胜极光"
36800,103,news_sports,日本迎接2020年奥运会，设计了一百多套和服！中国的最为惊艳绝伦,"法国,日本,奥运会,比利时,和田玉,半寸玉"
36801,107,news_car,油价上调！河北省92号汽油每升涨0.14元,"油价,石油价格管理办法,河北省,号汽油,汽油"
36802,104,news_finance,拿美猪开刀 我国海关加大检查力度,"Smithfield,海关总署,美国进口,万洲国际,史密斯菲尔德"
36805,103,news_sports,近日贝克汉姆参加英国的一节目，他郁闷的表示，三儿子都不爱踢球,"个儿子,万人迷贝克汉姆近日亮相,小贝,谈话节目,星期日都会踢足球"
36808,104,news_finance,区块链与科技一拍即合，三角形主机开启数字资产的人人时代,"存储空间,矿机,英特尔,三角形主机,数字货币,区块链"
36809,101,news_culture,上句：浊水三江一夜雨，如何接句？,
36811,104,news_finance,互联网+适合创业吗？有哪些投入1万也能获得暴利的热门项目,"创业项目,配送,代驾,跑腿,创业者"
36813,107,news_car,13.98万起步，“大 豪华”的众泰T800上市！有打动你吗？,"T800,众泰汽车,众泰T800,T700,Tye-net,速双离合"
36817,101,news_culture,石斛和什么一起吃最好？,
36818,103,news_sports,5月9日对阵EDG.M的比赛中，YTG决胜局换掉路西法，各战队是否约好挤掉QG？,
36825,103,news_sports,世界十大帅哥，你中意哪一个？,"汤姆·克鲁斯,代表作,泰坦尼克号,佐罗,重庆森林,美国演员,金城武,冷山,碟中谍,史密斯夫妇,逃离德黑兰,后街男孩"
36830,101,news_culture,开封有什么传说？,"陈抟,大相国寺,双龙巷,如梦录,朱元璋,西游记,开封"
36832,103,news_sports,膝盖皮开肉绽吕文君无暇缝针，技战术外一现象教练组该总结了,"鹿岛鹿角,奥斯卡,埃尔克森,艾哈迈多夫,吕文君"
36833,107,news_car,手动挡坡道起步，可不可以左脚踩离合右脚，边踩刹车边踩油门？,
36838,103,news_sports,曝穆帅承认执教皇马时曾偷税 欲花80万欧保平安,"马塞洛,皇马,西班牙,埃菲社,阿隆索,穆里尼奥"
36840,100,news_story,东莞工厂门口的求职年轻人，正在门口等着厂家来招聘,东莞
36841,103,news_sports,为什么保罗哈登组合比保罗格里芬组合要好？哈登是否比格里芬强？,
36844,103,news_sports,王大雷惊天助攻，载入中超史册！杨旭：鲁能教会了我们什么是足球,"中超,王大雷,足球,天道酬勤,鲁能"
36845,102,news_entertainment,史上最悲惨的演唱，会黄国伦亏损3000万，而他一场晕倒了5000多人,"那英,演唱会,邓紫棋,歌手,黄国伦"
36846,104,news_finance,4月国内物流电商投融资盘点：满帮、壹米滴答、德坤、中铁,"B2B,供应链,饿了么,轮融资,红杉资本,PatPat,电商平台,蚂蚁金服,资本,领投"
36848,101,news_culture,浦外传光远，回首是重帏,
36849,101,news_culture,「历史揭秘」奖章背后的那些事,"步道,照片▪,秦岭,论语·魏灵公,柞水县,钢筋混凝土人行"
36850,101,news_culture,为什么天安门城楼上门洞是5个，城楼上的门却是9扇？看完长知识了,"复兴之路,天安门城楼,家世旧闻-卷下,九五之尊,天安门,三纲五常,易经"
36851,104,news_finance,董明珠再谈与雷军 10 亿赌局,"格力电器,雷军,吴晓波,十年二十人,董明珠,小米"
36852,102,news_entertainment,黄宗泽综艺感太强，承包了节目所有笑点！网友求着他多上综艺节目,"快乐大本营,综艺节目,综艺,香港,黄宗泽"
36856,101,news_culture,怪不得，老板家客厅档次高，这么有讲究，看看下图你就懂了！,"群芳争艳,淡泊明志,红霞薄暮,王传利书法,精气神,硕果累累,国家一级美术师,财源广进,行云流水,舍得,富贵有余,花开富贵,富贵荣华"
36859,107,news_car,江淮造的蔚来ES8靠谱吗？,
36860,103,news_sports,半年相继失去队内两名老大，米切尔让这支爵士重新充满血性！,"新秀墙,常规赛,米切尔,海沃德,爵士"
36861,103,news_sports,AG超玩会Vv在下次比赛中还能否上场？,
36862,102,news_entertainment,盛况空前！原来是中奥天悦湾在包场请看大片,"天悦湾,最后玩家,电影,奥天悦湾"
36864,106,news_house,售楼处的8大惯用销售套路 你中招了吗？,"置业顾问,关系户,售楼处,楼盘,买房"
36865,107,news_car,滴滴打车越来越多的人退出，美团打车会不会成为下一个网约车霸主,"美团,滴滴打车,网约车,打车"
36867,102,news_entertainment,大麟子巴萨队服现身机场，提裤子的动作萌翻了！偶遇黄圣依安迪,
36869,103,news_sports,肖若腾、罗欢分获体操全锦赛男、女全能冠军,"肖若腾,邓书弟,上海队,贵州队,北京队"
36870,104,news_finance,上海什么时候可以超过香港？,
36873,103,news_sports,“2018欧洲好声音”今夜开唱，今年的夺冠热门竟然是她？,"葡萄牙,欧洲歌唱大赛村,O Jardim,欧洲歌唱大赛,Notícias ao Minuto,忐忑,以色列,爱沙尼亚,Toy"
36874,104,news_finance,电能质量监测终端自动测试系统的技术和应用,"自动测试,质量监测终端,电能质量监测终端,电能质量监测,自动测试系统,电能质量,电气技术"
36875,101,news_culture,你对首都了解多少呢？这个举世闻名的“非遗代表”你绝对没听过！,"法门寺地宫,吴中凤,金盆洗手,皇太后,金银器"
36876,107,news_car,电动汽车为何不用电机直接驱动车轮？,
36878,103,news_sports,NBA天赋排行榜：J博士第五，乔丹只排第二，第一无可争议！,"半人半神,NBA,篮球,多米尼克,威尔金斯"
36879,106,news_house,仪陇：四川德建房地产开发有限公司被税务行政处罚,"解缴税款,滞纳金,相对人,中华人民共和国税收征收管理法,中华人民共和国行政强制法,仪陇县,少缴税"
36880,103,news_sports,中国大陆身材最标准的女星是谁？,
36881,102,news_entertainment,看完灵魂摆渡三季，灵魂摆渡全人物战力排行榜是怎样的？,"蚩尤,泰山府君,冬青,赵吏,玄女"
36882,102,news_entertainment,执勤意外看到父母 消防战士流泪用军礼致敬,消防战士
36888,107,news_car,普京总统豪华防弹车亮相,"牛顿米,俄罗斯,防弹车,V12,劳斯莱斯"
36889,101,news_culture,看了秦可卿卧室的装饰，还能说宝玉是天下第一淫人吗,"冷斋夜话,海棠春睡图,杨贵妃,赵飞燕,唐明皇,贾宝玉,燃藜图,秦可卿,红楼梦"
36890,102,news_entertainment,成龙戳破真相，章子怡为什么嫁给皮裤汪，网友：难怪叫国际章,"撒贝宁,卧虎藏龙,艾维·尼沃,汪峰,章子怡,星星点灯,成龙"
36892,100,news_story,二婚后婆婆骂我是破鞋，一次看到她手机里对我的备注，我热泪盈眶,"老人家,刀子嘴豆腐心,保健品,通讯录"
36893,102,news_entertainment,时尚女王当属杨幂，这品味，无人能敌,
36895,106,news_house,武汉国际物流前景怎么样？,
36896,101,news_culture,丹道修炼有双修一说，然此意非男女阴阳双修，那双修本意应为何？,"丹道,逍遥物外,无何有之乡,悟真篇,少思寡欲"
36897,101,news_culture,日语星期一到星期日快速学习,"日语,火曜日,ようび,木曜日,日文"
36898,102,news_entertainment,电影行业出现区块链平台，通过奖励用户免费观看来打击盗版,"权力的游戏,Hulu,区块链,TaTaTu,蝙蝠侠大战超人,Netflix,内容,疯狂动物城,死侍"
36899,103,news_sports,荷媒：多特3千万欧报价内雷斯，遭到阿贾克斯回绝,"荷兰,多特,大黄蜂,多特蒙德,阿贾克斯"
36902,103,news_sports,如果朱婷下赛季将回国落户天津参加排超联赛，与李莹盈双剑合璧，对此你期待吗？,
36905,107,news_car,不断经过弯道、隧道和危险路段！记汽车兵的一天,"驾驶技能,汽车兵"
36906,103,news_sports,维斯塔潘：前翼受损未影响竞争力 略微转向不足,"转向不足,西班牙,维斯塔潘,前翼,荷兰"
36908,102,news_entertainment,黄磊老婆穿了件白衬衫绿裙子，老公说像颗大白菜！,"黄磊,衬衫,大白菜"
36909,104,news_finance,武汉贷款利率还会上浮吗？,
36910,104,news_finance,广州“六连击”！成“外籍人才眼中最具吸引力中国城市”！,"广州市,广州,诺贝尔物理学奖,中国城市,诺贝尔化学奖"
36913,102,news_entertainment,李小萌王雷出席某活动，网友：恩爱指数又引爆现场,"王雷出席,李小萌王雷,引爆现场李小萌,李小萌王雷出席,李小萌"
36914,107,news_car,距西安1.5h，能玩水能养肺，夏天还能滑雪！热了就出发，自驾超美,"210国道,广货街,宁陕,秦岭,金丝猴"
36915,103,news_sports,八冠王主场最低消费七冠王，大连一方梦回巅峰！,"朴成华,卡拉斯科,世界杯,大连实德,安贞焕"
36917,107,news_car,为新品预热，iPhone全系列此时超值入手,"苹果公司,iPhone8,iphone,苹果,iPhone"
36918,102,news_entertainment,李宇春走红毯：红心礼服，浓黑眼线茶色唇妆，小蛮腰多了几分性感,"Mackie,李宇春,戛纳电影节,服装设计师,Elton John"
36919,104,news_finance,中证协：发行人近6个月内 因违规被处分将纳入负面清单,"负面清单,发行人,中国证券业协会,公司债券,项目承接"
36920,103,news_sports,搞笑段子：老师：“青蛙与癞蛤蟆有什么区别？”,"蝎子,范冰冰,癞蛤蟆,青蛙,日本"
36921,100,news_story,一组让人瞬间泪奔的图片，每张都震撼人心,沈阳市
36922,104,news_finance,两市缩量弱势震荡,"罗牛山,天然气,题材股,上证50,上证指数"
36924,104,news_finance,2017-18财年卡普空收入创历史最高纪录，《怪物猎人：世界》销量超过790万份,"生化危机,生化危机5,约合,运营利润,怪物猎人：世界,财年,街头霸王,卡普空,怪物猎人,怪物猎人XX"
36928,101,news_culture,纪录片里的故宫文物医院，你也可以参观了！下月起对公众预约开放,"故宫,故宫博物院,单霁翔,我在故宫修文物,文物,吴昌硕,清明上河图"
36929,102,news_entertainment,国家女排成员惠若琪婚纱照曝光，真是太漂亮了（组图）,
36930,104,news_finance,还贷能力尚可否？三个维度看中国居民杠杆率水平,"住房贷款,可支配收入,杠杆,债务,水平"
36932,106,news_house,很多楼盘为什么开盘就销售一空，但空置率很高？,
36934,104,news_finance,路透：京东盈利未达分析师预期,"京东,路透"
36937,101,news_culture,中东地区有关橄榄这个词比较多，想问这是一个传统还是其他的？,
36938,107,news_car,哈弗H9再升级，2.0T加8AT，舒适牌加持，还买啥普拉多,"变速器,哈弗H9,R18,Primacy,长城哈弗,自主品牌,H9,哈弗"
36940,102,news_entertainment,用大炮防守象兵！完全是一面倒的屠杀啊，这场面好震撼！,"象兵,大炮"
36942,102,news_entertainment,当年被观众说丑的小贝，现如今已成功逆袭！,"宋祖儿,射雕英雄传,王莎莎,白展堂,武林外传,郭芙蓉,小兵张嘎,莫小贝"
36943,103,news_sports,为什么有些经常从事运动的人静脉会很明显突出？对身体有影响吗？,
36944,102,news_entertainment,这部年度找彩蛋狂欢电影，让没玩过游戏的人都不好意思看！,"斯皮尔,斯皮尔伯格,闪灵,头号玩家,整部电影,找彩蛋,虚拟现实"
36946,102,news_entertainment,吊打《头号玩家》，《昆池岩》被称为亚洲十年来最恐怖电影,"奇谈,韩国,头号玩家,恐怖片,伪纪录片,昆池岩,恐怖电影,恐怖世代,生化危机,闹鬼"
36947,104,news_finance,汶川地震十周年：一场地震如何改变几座城,"地震预警,汶川地震,汶川地震纪实,四川省,地球,北川,汶川"
36948,106,news_house,2099套房源价格公示，纯新盘龙湖双珑原著将面市！,"房源,新盘,西安电子科技大学,楼盘,龙湖"
36949,102,news_entertainment,小品演员搭档宋小宝，还得到意外收获，台下吴京都愣啦！,"吴京,宋小宝,演员,小品"
36953,103,news_sports,勇士淘汰鹈鹕赛后，隆多没有和格林拥抱致意直接离场，你怎么看？,
36955,103,news_sports,宝盈彩：南球杯情报 米内罗竞技近5场不败 晋级需仰仗进攻端,"米内罗竞技,巴甲,南球杯,圣洛伦索,奥利维拉"
36959,102,news_entertainment,郑州航空港区湾王小学：大国风范——厉害了我的国,"中央电视台,人类历史,辉煌中国,纪录片,FAST,射电望远镜"
36960,107,news_car,空间足够大、价格还不贵 瑞风A60能满足你的需求,"瑞风,米其林轮胎,A60,瑞风A60"
36962,107,news_car,在机组卧铺睡了个午觉，是什么感觉？,"乘务员,A350,A380,机组休息设施,行李架"
36963,100,news_story,镜头下：10位“可怜可敬可爱”的母亲,"智障儿,河南,可怜天下父母心,农村,婴儿"
36964,100,news_story,男保姆的女人,"邱甜,家政公司,男保姆,保洁员,出租屋,舒平"
36965,107,news_car,10kw风冷柴油发电机/大泽动力双缸柴油发电机,"柴油发电机10kw风冷柴油,柴油发电机,双缸,风冷,大泽动力双缸柴油"
36966,104,news_finance,中国中车股份有限公司第一届董事会第三十五次会议决议公告,"中国中车股份有限公司章程,中国南车,中国北车,摩根大通,中煤能源,中国中车,中国中铁,独立非执行董事,昆仑能源,中国铁建,执行董事"
36967,101,news_culture,极致唯美，古力娜扎，个性艺术时尚写真,"个性艺术,古力娜扎,艺术时尚写真极致唯美,艺术"
36970,103,news_sports,拳王阿里到底有多厉害？,
36974,107,news_car,发动机质量最差的5大汽车品牌，一个比一个坑，有你家的爱车吗,"福睿斯,昂科威,三大件,迈锐宝,蒙迪欧,发动机,ECOTEC,发起机"
36976,104,news_finance,股票下跌，应该补仓吗？,
36980,104,news_finance,为偿还4000万债务！泰森和三流拳手对战，失败后一句话很有深意,"麦克布莱德,泰森,拳迷,拳击手,霍利菲尔德"
36982,103,news_sports,杨鸣被聘为“辽宁省防灾减灾公益形象大使” 西装革履帅气满分,"杨鸣,防灾减灾,科技馆,辽宁,东方IC"
36983,104,news_finance,吉林省对原民办教师有什么好政策？,
36984,101,news_culture,上联：不冷不热五月天。如何对下联？,
36986,101,news_culture,李寻欢打得过杨过吗？,
36991,100,news_story,聪明的家长，早就不再催婚了,"同性恋,半条命"
36997,104,news_finance,瑞郎币异军突起，入驻实体店后充分彰显其服务价值,"虚拟货币,去中心化,免费软件,瑞郎币,比特币"
36998,107,news_car,18年大众为什么大幅降价，比如速腾，什么原因呢？,
37001,103,news_sports,超模张梓琳，或者下一个女刘翔，你爱哪一个她？,"张梓琳,运动会,田径,北京科技大学,北京市,搜城记"
37002,102,news_entertainment,张翰醋王属性再升级 网友认证张翰“黑卡”演技,"占南弦,张钧甯,张翰,细节控,湖南卫视"
37007,107,news_car,「三反一查」华池公安交警持续开展拒绝酒驾宣传活动,"华池,酒驾"
37008,101,news_culture,你们那里有什么特别的相亲习俗？,
37014,104,news_finance,郎永淳 要学会先将自己破坏掉,"找钢网,首席战略官,互联网,郎永淳,创业者"
37016,101,news_culture,《红楼梦》贾母将贾宝玉视为珍宝，为何却不待见大孙子贾琏？,
37017,103,news_sports,火箭112-102爵士，圣保罗41分，火箭晋级西决，怎么评价保罗本场表现？,
37018,104,news_finance,小米上市谁会是最大获益者？,"陈乐宗,恒隆集团,陈曾熙,小米,雷军"
37021,107,news_car,世界最豪华的10种房车是什么情况？,"康明斯,房车,布加迪威航,600马力,双层巴士"
37023,102,news_entertainment,中文武侠小说界的四大天王都有谁？,
37024,100,news_story,相亲吃海鲜，男友却要求AA制，结账时看到账单，我气得转身就走,"aa制,海鲜,AA制"
37025,101,news_culture,即使不被抄家，超低的出生率就让宁国府直接衰亡了,"冷子兴,红楼梦,贾蓉,宁国公,贾珍,宁国府"
